State,Crop,Soil_Type,Temperature,Humidity,Rainfall,Soil_Moisture,Water_Required
Rajasthan,Groundnut,Sandy,26.97,55.82,27.29,53.67,12.09
Maharashtra,Wheat,Silty,27.47,56.26,78.41,44.13,19.26
MadhyaPradesh,Pulses,Silty,35.81,56.04,73.68,32.52,23.61
Karnataka,Maize,Sandy,38.93,32.17,43.55,32.75,21.48
Rajasthan,Wheat,Clay,34.13,70.76,78.06,31.91,23.66
Rajasthan,Cotton,Loamy,23.77,34.67,17.28,52.52,10.36
Punjab,Rice,Loamy,24.9,41.32,92.93,23.06,24.15
Gujarat,Cotton,Loamy,26.83,44.57,44.84,40.59,16.41
Maharashtra,Groundnut,Loamy,20.99,48.0,67.15,51.37,14.74
Karnataka,Rice,Loamy,35.86,78.42,27.5,10.75,23.36
Punjab,Groundnut,Loamy,21.03,56.82,41.29,59.76,10.49
UttarPradesh,Rice,Peaty,35.85,59.12,12.52,17.43,20.52
Gujarat,Sugarcane,Silty,35.52,45.29,13.0,44.25,15.11
Haryana,Cotton,Silty,22.3,65.17,28.32,41.95,13.13
MadhyaPradesh,Pulses,Sandy,27.4,66.88,22.58,11.15,20.25
AndhraPradesh,Sugarcane,Clay,36.59,68.11,69.95,47.65,20.44
Punjab,Groundnut,Clay,28.72,69.18,62.63,29.74,20.93
UttarPradesh,Maize,Sandy,36.09,76.56,91.32,10.39,29.88
Karnataka,Wheat,Peaty,22.54,57.58,41.14,39.27,15.02
Gujarat,Cotton,Clay,28.37,68.37,62.13,10.94,24.54
Maharashtra,Sugarcane,Loamy,35.0,58.16,51.03,23.79,22.85
Rajasthan,Groundnut,Loamy,37.82,73.76,61.02,45.35,20.38
Gujarat,Rice,Silty,38.42,45.6,98.24,14.07,30.54
Punjab,Maize,Clay,22.28,51.37,39.96,27.87,17.11
Karnataka,Pulses,Silty,25.15,40.39,66.55,57.24,14.75
Gujarat,Cotton,Clay,21.36,74.7,28.15,20.97,17.03
Punjab,Pulses,Silty,32.77,81.09,52.63,37.24,19.65
AndhraPradesh,Rice,Sandy,23.53,68.74,36.77,29.63,16.81
Telangana,Sugarcane,Silty,26.76,78.88,73.61,24.57,22.48
TamilNadu,Maize,Sandy,32.65,40.29,32.58,45.2,16.01
Gujarat,Wheat,Silty,31.56,31.05,42.04,43.57,16.96
TamilNadu,Wheat,Sandy,24.64,30.6,65.69,37.94,18.37
Gujarat,Groundnut,Peaty,25.44,56.26,90.43,28.47,22.98
Haryana,Groundnut,Silty,24.7,34.76,30.56,57.36,10.99
MadhyaPradesh,Maize,Sandy,21.31,42.56,51.26,14.71,20.58
Karnataka,Pulses,Peaty,20.72,54.41,39.89,48.79,12.45
Rajasthan,Groundnut,Peaty,27.79,56.88,18.09,36.64,14.82
Karnataka,Sugarcane,Sandy,25.77,46.67,19.77,44.7,12.77
Punjab,Wheat,Silty,23.58,43.28,97.12,22.34,24.32
Rajasthan,Pulses,Clay,26.28,47.5,70.3,33.09,20.3
Telangana,Maize,Sandy,27.46,60.02,56.43,59.0,14.08
Punjab,Rice,Loamy,26.4,68.38,10.51,29.74,15.02
Karnataka,Wheat,Loamy,29.81,86.28,86.47,47.18,20.15
Bihar,Groundnut,Loamy,35.98,50.01,73.99,28.73,24.45
Maharashtra,Cotton,Clay,28.13,61.85,42.27,21.73,20.32
Karnataka,Wheat,Peaty,26.32,42.67,69.49,33.5,20.14
UttarPradesh,Wheat,Sandy,23.24,81.18,82.99,13.58,24.55
Haryana,Groundnut,Sandy,30.21,59.95,58.37,25.28,21.84
AndhraPradesh,Sugarcane,Silty,22.66,40.23,34.27,39.84,14.26
Maharashtra,Maize,Loamy,22.67,70.33,44.87,25.95,18.1
Bihar,Pulses,Loamy,21.37,50.94,82.84,12.91,24.11
TamilNadu,Maize,Silty,37.47,66.1,44.4,58.55,15.97
Karnataka,Pulses,Silty,27.7,42.49,48.63,18.56,21.46
Punjab,Maize,Sandy,26.41,75.38,49.17,31.19,18.6
MadhyaPradesh,Pulses,Sandy,24.39,83.66,75.46,31.34,20.59
AndhraPradesh,Wheat,Clay,31.02,30.85,54.78,45.76,17.63
Maharashtra,Sugarcane,Peaty,22.65,55.24,39.67,24.54,17.85
Maharashtra,Sugarcane,Peaty,21.25,60.11,84.48,28.07,21.21
MadhyaPradesh,Sugarcane,Clay,34.63,51.36,82.81,49.69,20.73
Bihar,Cotton,Loamy,26.61,79.14,52.56,13.98,22.44
Haryana,Pulses,Sandy,32.35,87.87,41.3,31.27,19.58
Maharashtra,Cotton,Clay,32.01,37.49,56.4,13.89,24.46
UttarPradesh,Wheat,Loamy,20.9,58.1,68.57,54.11,14.3
UttarPradesh,Rice,Clay,34.37,64.55,69.08,43.37,20.54
UttarPradesh,Groundnut,Sandy,39.01,87.8,89.6,47.64,23.13
Karnataka,Maize,Peaty,20.72,59.0,44.26,55.9,11.46
Maharashtra,Groundnut,Clay,22.16,54.64,41.37,44.85,13.81
Bihar,Groundnut,Sandy,31.95,43.8,42.49,35.02,18.83
UttarPradesh,Cotton,Clay,26.32,52.28,95.58,10.77,27.3
Punjab,Groundnut,Peaty,34.5,64.06,39.52,25.72,21.16
Bihar,Maize,Peaty,33.22,77.79,48.67,44.13,18.01
Telangana,Maize,Peaty,38.75,47.19,30.36,34.82,19.7
Punjab,Groundnut,Sandy,25.55,58.24,37.92,59.95,11.47
Karnataka,Rice,Loamy,31.57,54.72,15.89,56.13,11.83
Punjab,Cotton,Clay,37.91,75.22,49.25,59.76,16.35
MadhyaPradesh,Wheat,Peaty,22.45,48.2,6.55,41.41,11.11
Maharashtra,Wheat,Sandy,38.93,38.74,52.37,57.1,17.5
AndhraPradesh,Groundnut,Sandy,35.6,30.6,96.91,38.66,24.64
AndhraPradesh,Sugarcane,Clay,39.93,63.15,23.9,13.98,23.57
AndhraPradesh,Groundnut,Loamy,38.7,41.24,36.68,17.65,23.75
Maharashtra,Pulses,Silty,24.04,80.82,42.41,12.39,20.98
Gujarat,Maize,Peaty,25.7,31.45,87.64,54.56,17.56
Maharashtra,Pulses,Clay,39.18,48.99,30.68,18.33,23.16
UttarPradesh,Maize,Silty,39.24,85.94,37.03,14.34,24.61
Bihar,Maize,Peaty,37.67,70.1,60.89,35.92,22.21
Gujarat,Rice,Peaty,29.29,83.48,98.91,40.92,22.49
MadhyaPradesh,Sugarcane,Clay,38.15,78.42,52.11,46.42,19.37
Haryana,Cotton,Clay,31.96,31.99,73.59,54.2,18.11
Gujarat,Maize,Clay,35.72,50.53,59.82,23.76,23.95
Maharashtra,Groundnut,Sandy,28.93,35.32,52.33,28.64,20.18
UttarPradesh,Maize,Silty,34.94,55.26,6.8,45.65,14.03
UttarPradesh,Rice,Silty,36.51,40.3,44.57,31.76,21.06
UttarPradesh,Groundnut,Loamy,22.05,37.77,69.34,21.95,21.16
AndhraPradesh,Sugarcane,Sandy,20.03,84.71,33.12,36.26,14.07
MadhyaPradesh,Cotton,Clay,35.01,38.76,17.89,29.15,18.46
Punjab,Groundnut,Sandy,39.98,77.9,77.7,35.15,24.73
Bihar,Groundnut,Peaty,29.04,78.16,96.49,11.5,28.06
Haryana,Maize,Clay,22.63,61.31,78.57,52.57,16.13
UttarPradesh,Sugarcane,Sandy,36.57,64.49,49.24,34.99,20.9
Punjab,Groundnut,Loamy,36.65,89.88,74.01,52.36,19.92
Telangana,Pulses,Sandy,33.99,72.06,31.41,10.04,23.33
UttarPradesh,Rice,Sandy,31.47,56.26,51.57,21.93,22.21
Rajasthan,Sugarcane,Clay,37.83,35.88,76.8,53.78,20.27
Rajasthan,Rice,Sandy,31.3,63.12,45.0,34.6,18.97
Bihar,Maize,Sandy,36.85,30.18,51.34,27.76,22.64
TamilNadu,Rice,Sandy,37.31,81.5,76.81,24.22,26.03
Karnataka,Cotton,Silty,22.01,77.55,56.83,49.71,14.34
UttarPradesh,Sugarcane,Loamy,24.76,63.48,72.52,24.75,21.73
Rajasthan,Maize,Silty,21.86,78.51,67.42,38.9,17.52
Rajasthan,Maize,Silty,24.96,77.95,61.96,27.92,20.1
Punjab,Wheat,Sandy,26.44,53.13,75.47,15.87,24.3
AndhraPradesh,Wheat,Clay,34.75,68.31,95.15,30.48,25.84
UttarPradesh,Pulses,Peaty,21.61,70.15,94.28,44.27,19.06
Punjab,Cotton,Peaty,34.98,68.52,43.14,55.87,15.63
AndhraPradesh,Rice,Clay,28.37,78.48,87.1,19.45,25.33
Karnataka,Rice,Silty,39.49,46.34,68.09,54.69,19.72
Telangana,Sugarcane,Silty,20.08,50.31,40.06,53.06,11.42
UttarPradesh,Rice,Loamy,25.62,31.32,52.75,54.64,14.03
Karnataka,Maize,Silty,33.39,67.01,70.17,12.85,26.46
Bihar,Sugarcane,Clay,39.49,63.4,33.75,40.77,19.07
Punjab,Cotton,Peaty,27.93,76.74,42.84,16.11,21.44
Karnataka,Rice,Silty,39.72,74.56,26.16,32.22,20.09
Punjab,Wheat,Sandy,35.35,80.42,80.78,21.26,26.43
Rajasthan,Pulses,Silty,37.9,62.19,90.7,52.21,22.0
UttarPradesh,Sugarcane,Silty,35.83,76.72,40.25,58.13,15.15
TamilNadu,Maize,Loamy,26.85,65.11,31.91,22.62,18.72
Telangana,Rice,Loamy,26.68,49.32,94.48,24.25,24.6
Maharashtra,Pulses,Sandy,26.27,89.38,13.34,23.02,16.61
UttarPradesh,Maize,Clay,35.91,60.22,22.11,59.96,12.99
AndhraPradesh,Wheat,Peaty,29.98,67.06,12.42,43.24,13.59
Gujarat,Groundnut,Sandy,26.55,83.73,71.99,21.47,22.87
Rajasthan,Rice,Silty,34.7,50.2,9.43,33.28,16.7
Karnataka,Cotton,Loamy,20.92,49.45,78.74,25.16,21.12
Rajasthan,Groundnut,Clay,39.67,51.45,6.47,36.65,17.22
Punjab,Maize,Peaty,32.32,71.45,58.45,33.05,20.93
MadhyaPradesh,Wheat,Silty,35.97,80.85,55.74,26.84,23.0
Telangana,Pulses,Loamy,22.92,33.35,32.2,32.67,15.56
MadhyaPradesh,Pulses,Loamy,23.32,36.85,30.57,58.1,10.43
Bihar,Groundnut,Sandy,28.2,80.34,62.03,19.25,22.81
Telangana,Sugarcane,Loamy,29.26,67.26,53.59,53.62,15.41
Punjab,Wheat,Sandy,31.25,42.81,5.04,28.46,16.19
Punjab,Groundnut,Loamy,32.67,70.02,43.87,13.5,23.49
Rajasthan,Pulses,Loamy,26.78,40.94,44.0,56.77,13.08
UttarPradesh,Maize,Loamy,20.88,83.84,25.14,33.28,14.12
Punjab,Maize,Loamy,38.39,41.13,29.81,14.78,23.54
Karnataka,Cotton,Silty,31.71,30.02,56.55,25.9,21.99
UttarPradesh,Groundnut,Clay,36.18,78.56,10.8,44.4,15.05
Karnataka,Pulses,Silty,21.84,46.99,50.37,33.26,16.94
UttarPradesh,Maize,Peaty,30.59,60.32,24.5,13.29,20.97
Karnataka,Pulses,Clay,31.18,68.29,64.57,35.31,20.75
Rajasthan,Groundnut,Peaty,20.97,56.02,29.17,52.54,10.7
AndhraPradesh,Wheat,Loamy,37.8,86.36,9.95,20.56,20.22
Haryana,Pulses,Loamy,38.79,36.56,16.88,52.37,14.85
Telangana,Pulses,Loamy,36.65,38.81,86.08,18.34,27.94
Rajasthan,Cotton,Peaty,30.81,72.67,49.29,58.91,14.39
TamilNadu,Pulses,Loamy,25.29,39.87,17.09,47.6,11.78
Gujarat,Pulses,Clay,37.48,36.9,98.71,36.66,25.78
Karnataka,Pulses,Peaty,38.36,41.01,45.33,16.3,24.78
Karnataka,Maize,Loamy,20.5,67.56,87.11,26.3,21.6
Gujarat,Wheat,Clay,23.83,61.83,86.38,35.9,20.61
Maharashtra,Sugarcane,Sandy,37.67,61.51,38.51,13.05,24.54
TamilNadu,Wheat,Sandy,27.97,68.52,22.14,20.75,18.46
UttarPradesh,Groundnut,Clay,29.23,34.94,99.44,13.81,27.95
Gujarat,Maize,Clay,26.05,74.31,44.5,41.03,16.06
Punjab,Sugarcane,Loamy,25.59,64.55,39.31,16.85,20.24
Rajasthan,Pulses,Peaty,25.8,68.34,88.23,36.56,21.25
Rajasthan,Rice,Silty,21.54,35.43,58.62,40.38,16.25
Maharashtra,Rice,Sandy,22.61,37.02,79.69,29.43,20.87
Punjab,Groundnut,Peaty,29.03,52.97,28.28,30.22,17.49
Gujarat,Maize,Clay,39.32,70.48,86.53,26.61,27.13
TamilNadu,Cotton,Loamy,33.79,57.49,31.92,19.26,21.48
Haryana,Pulses,Peaty,22.76,83.15,88.9,58.56,16.01
Bihar,Maize,Sandy,30.68,38.67,75.79,44.33,19.92
AndhraPradesh,Groundnut,Peaty,20.36,61.48,26.2,39.5,12.83
MadhyaPradesh,Groundnut,Clay,36.3,72.6,62.11,59.51,17.2
MadhyaPradesh,Pulses,Peaty,31.56,48.17,42.13,15.81,22.52
TamilNadu,Pulses,Silty,38.8,81.93,22.24,12.07,23.45
Gujarat,Pulses,Loamy,33.08,65.33,82.98,55.73,19.08
AndhraPradesh,Pulses,Clay,24.79,38.74,62.97,52.32,15.27
Haryana,Groundnut,Sandy,32.31,33.57,58.03,51.09,17.28
TamilNadu,Cotton,Peaty,22.8,57.48,62.13,56.28,13.8
Telangana,Groundnut,Clay,22.94,85.45,62.99,51.19,14.94
Karnataka,Pulses,Clay,37.92,52.97,17.67,11.24,22.9
Bihar,Wheat,Sandy,22.27,33.6,58.14,57.07,13.08
Punjab,Rice,Loamy,34.8,35.32,5.2,13.89,20.18
AndhraPradesh,Rice,Loamy,27.87,40.14,78.3,40.74,20.04
Telangana,Rice,Silty,28.91,83.73,62.83,31.91,20.57
TamilNadu,Groundnut,Silty,39.34,87.59,60.3,27.44,24.34
Maharashtra,Groundnut,Sandy,35.03,37.93,10.31,11.92,21.16
Telangana,Pulses,Loamy,35.25,62.87,38.57,18.84,22.66
MadhyaPradesh,Rice,Sandy,35.81,56.63,47.34,14.98,24.48
Bihar,Groundnut,Peaty,28.98,55.45,9.48,54.94,10.65
Maharashtra,Groundnut,Clay,35.44,58.11,63.86,54.42,18.13
Maharashtra,Cotton,Silty,23.19,45.09,97.91,55.08,17.73
Telangana,Pulses,Loamy,22.43,35.47,18.34,16.52,17.26
Karnataka,Maize,Peaty,29.04,36.96,87.12,27.37,23.95
Karnataka,Rice,Silty,26.06,38.12,22.88,57.76,10.55
Haryana,Maize,Clay,29.76,66.67,42.73,54.85,14.23
TamilNadu,Wheat,Clay,27.47,39.22,32.38,19.33,19.61
MadhyaPradesh,Rice,Silty,35.76,36.88,49.09,55.05,16.63
Maharashtra,Rice,Sandy,33.88,66.98,24.03,28.36,18.89
Rajasthan,Maize,Silty,35.32,49.98,10.75,44.25,14.82
Telangana,Maize,Sandy,25.01,50.89,82.05,52.47,17.21
Haryana,Rice,Silty,22.3,87.37,43.23,58.99,11.21
Maharashtra,Sugarcane,Clay,20.21,82.53,42.98,52.07,11.95
MadhyaPradesh,Cotton,Peaty,23.94,57.58,11.75,26.93,14.97
Telangana,Wheat,Clay,35.38,62.58,8.48,25.01,18.46
Maharashtra,Maize,Sandy,36.5,46.33,28.05,39.61,17.83
TamilNadu,Maize,Loamy,38.78,71.43,16.47,37.55,17.77
Bihar,Sugarcane,Sandy,39.04,83.02,85.26,29.85,26.27
Telangana,Groundnut,Peaty,23.45,59.9,98.84,48.61,19.2
Telangana,Groundnut,Clay,36.02,70.06,5.96,36.91,16.02
Gujarat,Rice,Clay,37.12,72.76,60.36,57.74,17.62
Punjab,Groundnut,Clay,39.5,51.33,19.09,28.33,20.09
AndhraPradesh,Cotton,Silty,28.62,66.86,48.19,48.45,15.71
AndhraPradesh,Wheat,Loamy,24.83,64.73,31.26,54.4,11.7
Maharashtra,Wheat,Silty,21.4,50.54,5.47,40.83,10.8
Bihar,Groundnut,Loamy,21.94,87.71,9.82,45.43,10.48
Punjab,Pulses,Peaty,27.69,69.79,32.94,20.22,19.56
Gujarat,Sugarcane,Clay,24.42,39.88,26.55,53.25,11.33
Maharashtra,Rice,Clay,21.09,82.63,32.35,27.35,16.09
Punjab,Groundnut,Loamy,38.21,30.56,34.16,49.75,16.93
UttarPradesh,Rice,Peaty,34.03,44.79,15.28,13.94,20.95
Bihar,Cotton,Loamy,26.89,66.87,54.13,29.92,19.5
TamilNadu,Pulses,Peaty,37.31,81.83,80.22,12.87,28.64
Haryana,Pulses,Loamy,28.6,59.48,44.69,29.48,19.15
Rajasthan,Sugarcane,Silty,23.82,68.43,65.98,12.75,23.19
Haryana,Cotton,Sandy,24.96,31.87,96.35,37.83,21.56
Maharashtra,Pulses,Loamy,35.56,68.2,95.87,21.59,27.94
Maharashtra,Groundnut,Peaty,36.58,33.22,86.24,26.8,26.24
Telangana,Pulses,Peaty,37.18,70.25,82.52,42.16,22.97
TamilNadu,Sugarcane,Loamy,25.45,56.67,71.73,15.05,23.8
Gujarat,Groundnut,Sandy,38.73,30.28,12.28,45.22,15.8
Haryana,Groundnut,Loamy,32.34,65.27,64.95,39.4,20.32
Rajasthan,Rice,Loamy,31.57,56.27,58.17,39.95,19.3
Telangana,Sugarcane,Clay,35.18,40.31,30.22,24.1,20.76
Karnataka,Groundnut,Loamy,35.19,62.96,21.94,58.6,13.03
Gujarat,Groundnut,Peaty,31.8,56.33,40.39,43.02,16.98
Maharashtra,Rice,Clay,39.02,60.83,90.93,32.84,26.23
TamilNadu,Pulses,Peaty,30.05,85.04,65.68,41.31,19.32
Karnataka,Maize,Silty,27.81,81.1,47.69,23.74,20.36
Haryana,Pulses,Clay,34.86,73.2,77.35,42.53,21.69
Maharashtra,Cotton,Loamy,25.11,77.18,47.27,49.66,14.33
Gujarat,Sugarcane,Loamy,39.31,62.23,12.26,54.06,14.21
TamilNadu,Rice,Sandy,29.58,52.62,70.79,18.03,24.35
Gujarat,Wheat,Peaty,26.72,33.97,92.41,45.61,20.13
Gujarat,Cotton,Clay,26.58,58.55,34.79,24.26,18.6
AndhraPradesh,Pulses,Loamy,34.27,38.62,41.11,14.39,23.51
Haryana,Pulses,Loamy,22.66,75.51,77.84,55.83,15.42
Karnataka,Rice,Loamy,30.31,46.24,64.2,59.92,15.53
TamilNadu,Pulses,Sandy,20.63,61.87,78.43,34.45,19.14
Telangana,Sugarcane,Loamy,36.92,55.13,33.29,46.01,17.2
Haryana,Sugarcane,Sandy,22.14,35.15,26.77,42.54,12.81
Punjab,Sugarcane,Silty,25.83,73.14,85.88,57.19,16.9
AndhraPradesh,Rice,Sandy,38.87,88.0,93.85,56.03,21.84
Karnataka,Sugarcane,Sandy,38.87,40.46,43.16,50.41,17.89
Bihar,Wheat,Loamy,30.01,79.23,85.13,48.51,19.81
Telangana,Cotton,Peaty,23.0,82.92,34.44,48.2,12.7
Telangana,Groundnut,Clay,22.69,34.68,43.74,43.56,14.47
Maharashtra,Cotton,Clay,32.6,88.28,57.1,21.9,23.11
Punjab,Pulses,Peaty,24.55,48.29,80.99,41.07,19.25
Telangana,Maize,Silty,28.22,72.42,92.9,37.23,22.31
Maharashtra,Pulses,Sandy,23.65,70.2,89.8,46.58,18.76
TamilNadu,Groundnut,Silty,29.98,40.56,19.36,13.73,20.18
Bihar,Sugarcane,Loamy,33.75,62.81,99.19,13.76,29.29
MadhyaPradesh,Cotton,Sandy,31.18,83.44,8.06,33.19,15.52
Karnataka,Cotton,Silty,39.79,85.25,45.94,32.01,22.13
UttarPradesh,Cotton,Sandy,24.56,39.46,11.22,23.05,15.88
Bihar,Rice,Sandy,22.82,88.87,77.05,30.3,20.49
UttarPradesh,Rice,Clay,32.35,60.81,50.74,37.33,19.31
Gujarat,Maize,Silty,32.2,49.62,84.26,32.46,23.59
AndhraPradesh,Pulses,Peaty,20.49,69.9,75.39,59.14,13.86
Telangana,Rice,Clay,32.35,38.35,99.56,18.41,27.98
Karnataka,Cotton,Silty,25.81,34.56,38.5,25.69,18.46
TamilNadu,Maize,Loamy,24.31,78.61,62.66,49.51,15.66
Punjab,Maize,Silty,39.22,72.5,82.19,56.07,20.77
Gujarat,Groundnut,Sandy,20.94,68.72,37.06,44.1,13.17
Karnataka,Sugarcane,Loamy,34.66,56.91,54.09,52.29,17.35
Maharashtra,Sugarcane,Loamy,27.18,82.02,30.22,15.51,20.07
Telangana,Cotton,Peaty,34.22,71.89,85.68,11.8,28.47
Punjab,Cotton,Peaty,20.9,71.98,22.81,35.15,13.52
AndhraPradesh,Pulses,Sandy,28.18,81.27,25.86,59.7,11.1
Karnataka,Groundnut,Clay,33.49,39.28,21.84,24.49,19.33
Maharashtra,Maize,Sandy,30.19,45.51,63.57,50.95,17.22
Gujarat,Wheat,Clay,36.61,65.03,74.1,46.39,21.12
Bihar,Rice,Peaty,25.42,57.63,54.11,50.75,14.89
Gujarat,Groundnut,Loamy,27.2,73.93,48.99,43.85,16.29
UttarPradesh,Rice,Peaty,27.33,48.12,40.53,40.22,16.21
TamilNadu,Sugarcane,Sandy,37.44,83.48,56.84,52.15,18.49
Punjab,Cotton,Clay,25.65,34.42,28.79,21.67,18.24
MadhyaPradesh,Rice,Clay,30.65,43.15,89.65,45.24,21.11
Maharashtra,Pulses,Clay,37.95,80.81,96.32,51.8,22.66
Telangana,Pulses,Clay,32.1,77.42,66.77,11.88,25.93
UttarPradesh,Groundnut,Clay,25.41,34.31,39.33,10.84,21.39
Haryana,Maize,Clay,33.24,35.7,56.69,56.93,16.25
Gujarat,Wheat,Clay,31.29,33.17,77.41,57.13,17.7
Bihar,Sugarcane,Loamy,25.07,57.05,92.82,17.25,25.35
Bihar,Rice,Silty,37.07,80.96,82.07,31.04,25.12
Punjab,Rice,Loamy,24.68,45.4,99.05,14.28,26.45
Punjab,Pulses,Peaty,28.73,67.73,53.68,23.14,21.36
Rajasthan,Maize,Loamy,24.78,79.18,47.15,25.99,18.95
TamilNadu,Groundnut,Peaty,30.5,41.77,99.4,38.64,23.36
UttarPradesh,Rice,Loamy,37.34,33.96,19.64,13.84,22.4
Haryana,Pulses,Clay,26.14,55.63,92.8,43.43,20.44
Maharashtra,Rice,Sandy,21.47,30.55,61.25,40.84,16.4
Maharashtra,Cotton,Loamy,38.03,67.7,86.61,34.76,25.12
Bihar,Pulses,Clay,30.91,50.4,80.7,51.84,18.97
Haryana,Maize,Silty,35.13,57.72,16.15,49.75,14.2
UttarPradesh,Wheat,Clay,24.72,87.99,54.5,40.43,16.78
Haryana,Pulses,Peaty,34.41,49.63,39.7,37.76,18.74
Karnataka,Maize,Peaty,25.85,60.52,56.47,45.94,16.21
Telangana,Sugarcane,Loamy,21.27,40.77,17.53,13.72,17.39
TamilNadu,Rice,Peaty,21.38,59.27,38.66,34.63,15.35
UttarPradesh,Sugarcane,Sandy,36.88,87.94,68.02,42.21,21.42
Rajasthan,Rice,Clay,20.7,72.75,86.25,19.11,23.01
TamilNadu,Wheat,Loamy,24.51,58.18,98.79,47.41,19.75
Rajasthan,Pulses,Loamy,28.49,69.76,89.4,50.81,19.33
Bihar,Pulses,Peaty,35.27,35.65,35.2,48.35,16.43
Haryana,Sugarcane,Peaty,28.33,66.22,46.58,33.08,18.54
MadhyaPradesh,Sugarcane,Loamy,24.47,57.58,71.15,58.45,14.77
Telangana,Maize,Sandy,26.59,82.48,96.89,22.44,25.18
Telangana,Maize,Peaty,26.15,65.98,60.22,41.07,17.65
Telangana,Wheat,Peaty,25.93,64.16,91.26,18.65,25.18
TamilNadu,Wheat,Silty,37.39,62.34,69.61,26.89,24.8
Haryana,Rice,Clay,33.69,42.34,92.17,23.51,26.62
Telangana,Maize,Clay,29.4,34.13,5.35,12.44,18.87
MadhyaPradesh,Wheat,Silty,22.55,32.19,7.7,20.8,15.38
Haryana,Groundnut,Silty,30.04,45.28,85.18,45.96,20.34
Telangana,Pulses,Clay,32.61,63.71,43.1,58.16,14.46
Telangana,Maize,Peaty,32.55,76.3,53.29,57.06,15.68
MadhyaPradesh,Pulses,Clay,24.84,47.66,9.68,21.65,16.09
UttarPradesh,Maize,Silty,29.18,49.57,91.54,58.08,18.29
MadhyaPradesh,Wheat,Clay,22.8,82.64,37.67,14.97,19.61
Telangana,Rice,Peaty,35.12,85.04,42.71,30.28,20.75
Maharashtra,Maize,Peaty,31.89,43.25,84.99,33.37,23.39
Karnataka,Rice,Loamy,26.82,79.95,79.69,29.38,22.14
Haryana,Groundnut,Peaty,34.45,52.84,97.59,20.24,28.05
Maharashtra,Sugarcane,Loamy,31.07,70.86,12.61,19.61,18.66
Haryana,Sugarcane,Loamy,31.37,77.26,36.91,22.44,20.61
UttarPradesh,Rice,Peaty,21.46,51.6,29.08,23.96,16.55
Punjab,Wheat,Clay,33.9,41.6,85.79,27.48,25.25
Karnataka,Rice,Sandy,32.29,66.27,29.1,43.16,15.96
Telangana,Groundnut,Clay,36.69,71.26,57.66,45.17,19.74
AndhraPradesh,Groundnut,Silty,28.08,55.98,24.29,49.51,12.95
Gujarat,Maize,Sandy,30.68,76.91,37.22,25.5,19.83
UttarPradesh,Wheat,Sandy,39.04,71.66,17.99,52.08,15.09
Bihar,Sugarcane,Peaty,32.58,49.98,22.85,20.91,19.88
Bihar,Sugarcane,Clay,30.08,67.19,72.73,31.48,22.0
Maharashtra,Pulses,Clay,26.47,47.09,73.83,55.69,16.19
AndhraPradesh,Groundnut,Loamy,26.72,57.44,10.05,49.42,11.14
AndhraPradesh,Maize,Peaty,33.83,42.31,8.1,22.25,18.51
Haryana,Sugarcane,Sandy,37.93,87.87,18.74,38.64,17.52
Haryana,Groundnut,Silty,21.86,41.58,58.03,59.53,12.46
Gujarat,Pulses,Peaty,39.19,77.55,62.5,33.21,23.36
Karnataka,Cotton,Silty,32.53,81.45,71.75,37.24,21.49
UttarPradesh,Pulses,Loamy,20.09,54.86,35.12,44.2,12.7
TamilNadu,Pulses,Sandy,26.34,72.26,43.44,34.47,17.35
Haryana,Rice,Loamy,23.4,77.96,49.15,10.41,21.85
Karnataka,Pulses,Peaty,30.93,59.08,43.3,39.2,17.77
MadhyaPradesh,Cotton,Silty,32.45,45.26,80.45,25.92,24.6
UttarPradesh,Cotton,Loamy,34.59,48.43,42.71,38.41,18.97
Haryana,Wheat,Peaty,30.88,41.45,72.9,36.28,21.3
AndhraPradesh,Pulses,Silty,35.58,52.66,19.3,37.42,17.12
Rajasthan,Groundnut,Loamy,23.58,72.39,28.93,50.02,11.96
TamilNadu,Cotton,Silty,21.76,65.13,24.85,27.82,15.45
Karnataka,Rice,Peaty,36.37,47.97,17.94,57.77,13.15
Karnataka,Rice,Clay,38.93,65.03,38.18,20.7,23.36
Haryana,Wheat,Peaty,39.24,36.45,96.59,22.63,28.91
Punjab,Groundnut,Clay,23.22,59.9,50.08,54.37,13.1
Maharashtra,Rice,Peaty,26.22,65.41,12.58,50.69,10.99
UttarPradesh,Maize,Silty,25.89,82.67,79.95,23.67,23.03
Telangana,Pulses,Loamy,37.13,86.07,55.6,33.28,22.04
Telangana,Rice,Loamy,20.96,85.05,9.66,23.88,14.48
MadhyaPradesh,Sugarcane,Loamy,36.43,74.19,7.4,20.72,19.53
Rajasthan,Groundnut,Clay,39.96,56.93,21.21,14.56,23.2
Karnataka,Pulses,Loamy,38.71,82.84,69.43,46.16,21.32
Gujarat,Wheat,Loamy,24.98,53.89,7.22,28.72,14.47
Haryana,Maize,Sandy,39.32,50.89,37.06,41.41,19.22
Maharashtra,Maize,Clay,38.95,81.44,27.56,45.26,17.39
Gujarat,Maize,Clay,26.55,50.76,53.34,59.0,13.5
Haryana,Groundnut,Peaty,29.94,31.15,93.02,50.58,20.17
UttarPradesh,Cotton,Loamy,23.55,49.29,26.35,30.42,15.62
Gujarat,Maize,Loamy,20.39,82.57,70.25,29.15,19.31
Bihar,Sugarcane,Clay,29.49,52.35,33.86,53.93,13.45
Punjab,Pulses,Sandy,23.1,61.95,43.07,19.23,19.39
